Product ID,Product Name,Predicted_Profit,Pred_High_Seller
FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,18.813816,0
OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,46.108692,0
OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters,0.88998556,0
OFF-FA-10004395,Plymouth Boxed Rubber Bands by Plymouth,5.856736,0
FUR-CH-10003396,Global Deluxe Steno Chair,9.046724,0
TEC-PH-10002890,AT&T 17929 Lendline Telephone,24.593334,0
OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,-4.1340094,0
FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,125.599144,0
TEC-AC-10004396,Logitech Keyboard K120,8.303516,0
OFF-AR-10004511,"Sanford Colorific Scented Colored Pencils, 12/Pack",3.7855644,0
OFF-BI-10004187,Staples,2.1560125,0
FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",235.95166,1
FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,288.52982,1
OFF-BI-10003166,GBC Plasticlear Binding Covers,-17.51281,0
OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",12.890868,0
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",7.199387,1
TEC-PH-10002496,Cisco SPA301,20.241528,1
OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",14.000015,1
OFF-PA-10004609,Xerox 221,3.2367887,0
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,16.702877,0
OFF-BI-10001575,GBC Linen Binding Covers,16.872683,0
TEC-PH-10002275,Mitel 5320 IP Phone VoIP phone,56.854153,1
TEC-PH-10003963,GE 2-Jack Phone Line Splitter,37.90179,0
FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,-33.637455,0
TEC-AC-10000474,Kensington Expert Mouse Optical USB Trackball for PC or Mac,37.34441,0
FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,38.133064,1
FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",463.08154,1
OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,20.080181,0
OFF-PA-10000556,Xerox 208,18.390896,0
OFF-LA-10004484,Avery 476,4.2038097,0
OFF-PA-10001534,Xerox 230,6.6117907,0
OFF-AR-10003504,Newell 347,3.403529,0
OFF-ST-10002790,Safco Industrial Shelving,28.605747,0
FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",21.150291,1
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,21.262735,0
TEC-MA-10001148,Okidata MB491 Multifunction Printer,-371.56763,1
FUR-BO-10004467,Bestar Classic Bookcase,-28.831697,0
OFF-EN-10001749,Jiffy Padded Mailers with Self-Seal Closure,14.712092,0
FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",9.293346,0
FUR-CH-10002320,Hon Pagoda Stacking Chairs,941.546,1
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,656.9178,1
TEC-PH-10004977,GE 30524EE4,55.47365,1
FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",13.74715,1
FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",11.32706,0
FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",1.3820534,0
OFF-LA-10001569,Avery 499,7.3192663,0
FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,8.63278,0
OFF-PA-10001790,Xerox 1910,80.373116,0
OFF-FA-10003021,Staples,2.5755904,0
FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",18.063658,0
TEC-AC-10001109,Logitech Trackman Marble Mouse,24.10316,0
OFF-PA-10001215,Xerox 1963,3.1245413,0
TEC-PH-10003811,Jabra Supreme Plus Driver Edition Headset,97.00465,1
FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,8.726578,0
TEC-AC-10003447,Micropad Numeric Keypads,37.92514,0
OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",10.51962,0
OFF-FA-10003059,Assorted Color Push Pins,2.4100173,0
OFF-AR-10002467,Dixon Ticonderoga Pencils,7.2784653,0
TEC-PH-10000586,AT&T SB67148 SynJ,2.3218467,0
OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",92.196846,1
OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",4.1748037,0
FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",-33.783115,0
FUR-TA-10001768,Hon Racetrack Conference Tables,-188.4516,1
OFF-BI-10003707,Aluminum Screw Posts,14.013118,0
OFF-PA-10000675,Xerox 1919,107.216644,0
OFF-ST-10002957,Sterilite Show Offs Storage Containers,3.1503575,0
TEC-PH-10002415,Polycom VoiceStation 500 Conference phone,160.1491,1
FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,33.44646,0
TEC-PH-10001305,Panasonic KX TS208W Corded phone,20.467106,0
OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",3.913772,0
OFF-AR-10001473,Newell 313,1.4291734,0
FUR-FU-10002157,Artistic Insta-Plaque,19.066349,0
TEC-AC-10003832,Logitech P710e Mobile Speakerphone,1562.7074,1
FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",-19.697237,0
OFF-AR-10001683,Lumber Crayons,1.3712895,0
OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",7.2113886,0
OFF-SU-10004782,"Elite 5"" Scissors",-1.6187749,0
TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,31.665056,0
OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",89.72807,0
OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",18.302202,0
OFF-ST-10004180,Safco Commercial Shelving,30.187037,0
TEC-PH-10004614,AT&T 841000 Phone,-16.932922,0
TEC-AC-10000487,SanDisk Cruzer 4 GB USB Flash Drive,0.49759752,0
OFF-AP-10001564,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,123.03267,0
OFF-PA-10001970,Xerox 1881,12.701715,1
TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,12.221085,0
FUR-TA-10001950,Balt Solid Wood Round Tables,-305.06583,1
FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",-1.55988,1
OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",14.439335,0
OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",-9.018947,0
OFF-AR-10001915,Peel-Off China Markers,8.725117,0
FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",11.3875885,0
TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,16.435534,0
FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.1651506,0
OFF-PA-10000308,Xerox 1901,3.7915637,0
TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,-134.99084,1
TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,6.137993,0
OFF-EN-10002621,Staples,13.645376,0
OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,18.176126,0
OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,11.97382,0
TEC-PH-10002885,Apple iPhone 5,307.105,1
FUR-FU-10004909,Contemporary Wood/Metal Frame,-2.5936663,0
OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,-4.7855988,0
OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,6.724477,0
OFF-LA-10004544,Avery 505,31.584812,0
FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,-14.713412,1
OFF-SU-10001935,Staples,0.43386874,0
OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,4.2244844,0
OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,15.081565,0
FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",-1.7049533,1
OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",25.973997,0
OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",-1.4470894,0
OFF-AR-10001615,Newell 34,24.192133,0
OFF-AR-10003958,Newell 337,1.8817008,0
OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,3.3495555,0
OFF-BI-10002827,Avery Durable Poly Binders,-3.1903622,0
OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",-27.53814,0
OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",3.20666,0
OFF-BI-10003529,Avery Round Ring Poly Binders,4.9412975,0
OFF-AR-10001545,Newell 326,2.6848476,0
TEC-CO-10000971,Hewlett Packard 310 Color Digital Copier,69.62782,1
OFF-PA-10000232,Xerox 1975,6.220783,0
FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",8.265467,0
OFF-BI-10002498,Clear Mylar Reinforcing Strips,-13.392121,0
OFF-ST-10001511,Space Solutions Commercial Steel Shelving,1.790027,0
FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",-573.543,1
OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,-53.75604,0
OFF-ST-10002301,Tennsco Commercial Shelving,13.999968,0
OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,19.13165,0
OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",6.0417967,0
OFF-AP-10002222,Staples,2.1256318,0
OFF-SU-10002537,Acme Box Cutter Scissors,29.021917,0
OFF-ST-10002182,"Iris 3-Drawer Stacking Bin, Black",-10.8761635,0
FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",2.762566,1
TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,-70.88123,1
OFF-AR-10004582,BIC Brite Liner Grip Highlighters,0.60390866,0
FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,212.6827,1
FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",-17.380423,0
TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,20.119019,0
OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,2.0896032,0
TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,58.190277,0
OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,19.021479,0
FUR-CH-10004289,Global Super Steno Chair,-30.065775,0
OFF-EN-10002230,Airmail Envelopes,83.82585,0
OFF-PA-10001970,Xerox 1881,26.68338,1
OFF-PA-10003641,Xerox 1909,37.356117,0
FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",121.85376,1
TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,26.154451,0
OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,-2228.9822,1
OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",6.5140066,0
TEC-AC-10000397,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",32.12046,0
OFF-ST-10004340,"Fellowes Mobile File Cart, Black",23.10162,1
TEC-AC-10004145,Logitech diNovo Edge Keyboard,697.02106,1
OFF-PA-10000994,Xerox 1915,101.18411,1
FUR-FU-10001706,Longer-Life Soft White Bulbs,2.7009315,0
OFF-AR-10000127,Newell 321,8.223429,0
TEC-PH-10001336,Digium D40 VoIP phone,224.61658,1
OFF-AR-10002280,Staples,0.49607265,0
FUR-BO-10001798,Bush Somerset Collection Bookcase,22.10275,0
OFF-BI-10003094,Self-Adhesive Ring Binder Labels,3.8581674,0
OFF-AR-10003504,Newell 347,0.7380185,0
OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,-82.885345,0
TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,-3.4162965,0
OFF-SU-10000157,Compact Automatic Electric Letter Opener,2.405273,1
OFF-AR-10001547,Newell 311,0.21755117,0
OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",21.728054,0
OFF-PA-10004996,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",6.7724943,0
OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",14.605078,0
OFF-SU-10001165,Acme Elite Stainless Steel Scissors,3.9902036,0
OFF-PA-10000788,Xerox 210,10.472032,0
TEC-PH-10002103,Jabra SPEAK 410,24.734972,1
OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,7.206546,0
OFF-PA-10000675,Xerox 1919,61.642548,0
FUR-FU-10004306,Electrix Halogen Magnifier Lamp,27.203655,1
OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,29.377417,1
TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,41.60405,1
FUR-CH-10003846,Hon Valutask Swivel Chairs,-6.1769657,0
OFF-AR-10001419,Newell 325,0.7322724,0
OFF-AR-10003514,4009 Highlighters by Sanford,1.1141229,0
OFF-AR-10000914,Boston 16765 Mini Stand Up Battery Pencil Sharpener,5.65067,0
OFF-PA-10003177,Xerox 1999,6.138955,0
OFF-PA-10003724,"Wirebound Message Book, 4 per Page",9.809607,0
TEC-AC-10004864,Memorex Micro Travel Drive 32 GB,9.500399,0
OFF-AP-10000576,"Belkin 325VA UPS Surge Protector, 6'",70.25093,1
OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",-12.773349,0
OFF-PA-10004965,Xerox 1921,5.9016695,0
OFF-PA-10004996,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",10.295182,0
OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set,2.426599,0
OFF-LA-10002787,Avery 480,11.191028,0
OFF-LA-10002043,Avery 489,15.896237,0
OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,-13.5521755,0
OFF-BI-10002827,Avery Durable Poly Binders,-7.8339386,0
TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,140.11122,0
TEC-AC-10004595,First Data TMFD35 PIN Pad,29.274075,0
OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",5.76684,0
OFF-PA-10004451,Xerox 222,9.227983,0
OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,76.01047,1
OFF-AR-10000634,Newell 320,0.22150832,0
OFF-PA-10002319,Xerox 1944,10.278575,0
OFF-AR-10004757,Crayola Colored Pencils,0.5225608,0
OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",14.970158,0
OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",-1.228242,0
OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",8.527975,0
OFF-ST-10004459,Tennsco Single-Tier Lockers,106.65505,1
FUR-FU-10000320,OIC Stacking Trays,-5.014427,0
OFF-BI-10004492,Tuf-Vin Binders,-4.8760605,0
OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,11.140495,0
FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",-386.98633,1
TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,77.68872,0
OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,4.448427,0
OFF-PA-10004971,Xerox 196,7.816494,0
TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,215.49658,1
OFF-AR-10004999,Newell 315,13.256814,0
TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,14.964612,0
OFF-ST-10003442,Eldon Portable Mobile Manager,-6.6364,0
OFF-PA-10001947,Xerox 1974,5.945153,0
TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,1.8379576,0
OFF-LA-10003223,Avery 508,12.588153,0
TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,72.38202,0
FUR-CH-10001891,Global Deluxe Office Fabric Chairs,42.558666,0
OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",-11.585464,0
OFF-ST-10002406,Pizazz Global Quick File,-2.4227552,0
OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,-5.239896,0
OFF-ST-10001370,Sensible Storage WireTech Storage Systems,32.566513,1
TEC-PH-10000895,Polycom VVX 310 VoIP phone,94.572655,1
OFF-EN-10001532,Brown Kraft Recycled Envelopes,24.001432,0
TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,94.03194,1
FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,66.898094,0
TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,85.89991,0
OFF-ST-10001325,Sterilite Officeware Hinged File Box,6.593895,0
OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,111.25924,1
TEC-PH-10002726,netTALK DUO VoIP Telephone Service,17.315636,0
OFF-AR-10001547,Newell 311,0.48470056,0
FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",-190.18034,1
OFF-ST-10000617,Woodgrain Magazine Files by Perma,0.43039492,0
OFF-AR-10003732,Newell 333,1.0367746,0
OFF-PA-10000143,Astroparche Fine Business Paper,5.203417,0
OFF-AR-10000390,Newell Chalk Holder,-0.24933332,0
OFF-PA-10004947,Staples,3.7585206,0
OFF-BI-10000546,Avery Durable Binders,10.7065735,0
OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",-13.973911,0
FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,-93.34236,1
OFF-PA-10003063,EcoTones Memo Sheets,7.3621836,0
TEC-PH-10000369,HTC One Mini,59.2078,0
OFF-PA-10000141,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4.217285,0
OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,31.712097,0
FUR-FU-10000732,Eldon 200 Class Desk Accessories,6.278311,0
OFF-ST-10002485,Rogers Deluxe File Chest,12.686703,0
OFF-LA-10001613,Avery File Folder Labels,2.607799,0
OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters,3.858363,0
OFF-AR-10000255,Newell 328,14.079745,0
OFF-FA-10003021,Staples,3.4494746,0
TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,64.12464,0
OFF-PA-10004475,Xerox 1940,50.300896,0
FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,0.79590744,0
OFF-EN-10001509,Poly String Tie Envelopes,3.1771088,0
OFF-AR-10004260,Boston 1799 Powerhouse Electric Pencil Sharpener,7.8856773,0
OFF-BI-10001922,Storex Dura Pro Binders,20.521366,0
OFF-PA-10000130,Xerox 199,6.15699,0
OFF-BI-10002976,ACCOHIDE Binder by Acco,13.718575,0
FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",21.186216,1
FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",-10.067648,0
TEC-PH-10004080,Avaya 5410 Digital phone,-28.575598,0
OFF-PA-10000176,Xerox 1887,16.091867,0
OFF-PA-10003022,Standard Line “While You Were Out” Hardbound Telephone Message Book,43.013317,0
OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,2.1055224,0
TEC-AC-10004396,Logitech Keyboard K120,7.4097767,0
OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,33.39027,1
OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",-4.3772955,0
TEC-AC-10002018,AmazonBasics 3-Button USB Wired Mouse,6.3106365,0
FUR-FU-10002111,"Master Caster Door Stop, Large Brown",12.575828,0
OFF-LA-10003498,Avery 475,18.28055,0
OFF-AR-10004441,BIC Brite Liner Highlighters,4.6315966,0
OFF-PA-10001289,White Computer Printout Paper by Universal,165.34827,0
OFF-PA-10003134,Xerox 1937,90.49649,0
OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,33.881798,0
TEC-AC-10003709,Maxell 4.7GB DVD-R 5/Pack,2.7436442,0
OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",0.8119469,0
TEC-PH-10002890,AT&T 17929 Lendline Telephone,65.24508,0
OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",4.6604624,0
OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,16.338392,0
FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",13.327208,0
OFF-AR-10000246,Newell 318,2.2118483,0
OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,5.037385,0
TEC-AC-10004145,Logitech diNovo Edge Keyboard,673.6828,1
OFF-AP-10000595,Disposable Triple-Filter Dust Bags,5.448823,0
OFF-ST-10001272,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",44.454144,0
OFF-SU-10001574,Acme Value Line Scissors,2.1974432,0
FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",-40.64766,0
OFF-PA-10002254,Xerox 1883,50.039257,0
TEC-PH-10004080,Avaya 5410 Digital phone,6.3836117,0
TEC-PH-10000004,Belkin iPhone and iPad Lightning Cable,7.2097197,0
OFF-PA-10003625,Xerox 1979,83.961975,0
TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,729.31274,1
FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",53.936153,0
OFF-PA-10004996,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",15.313573,0
OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",6.5383215,0
OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,7.8503885,0
OFF-PA-10001450,Rediform S.O.S. Phone Message Books,4.7147417,0
OFF-ST-10000046,Fellowes Super Stor/Drawer Files,54.454563,1
